category_code,category_name,sort_order
68110306,"其他化学消毒灭菌器",705
681104,"医疗器械消毒灭菌器械-紫外线消毒设备",706
68110401,"紫外线消毒器",707
681105,"医疗器械消毒灭菌器械-清洗消毒设备",708
68110501,"清洗消毒器",709
68110502,"医用清洗器",710
6812,"有源植入器械",711
681201,"有源植入器械-心脏节律管理设备",712
68120101,"植入式心脏起搏器",713
68120102,"植入式心律转复除颤器",714
68120103,"临时起搏器",715
68120104,"植入式心脏起搏电极导线",716
68120105,"植入式心脏除颤电极导线",717
68120106,"临时起搏电极导线",718
68120107,"植入式心脏事件监测设备",719
68120108,"植入式封堵工具",720
68120109,"植入式电极导线移除工具",721
68120110,"起搏系统分析设备",722
68120111,"心脏节律管理程控设备",723
68120112,"连接器套筒",724
681202,"有源植入器械-神经调控设备",725
68120201,"植入式神经刺激器",726
68120202,"植入式神经刺激电极",727
68120203,"测试刺激电极",728
68120204,"神经调控充电设备",729
68120205,"植入式电极导线适配工具",730
68120206,"植入式电极导线补件",731
68120207,"测试刺激器",732
68120208,"测试延伸导线",733
68120209,"神经调控程控设备",734
681203,"有源植入器械-辅助位听觉设备",735
68120301,"植入式位听觉设备",736
68120302,"体外声音处理器",737
68120303,"辅助位听觉调控设备",738
681204,"有源植入器械-其他",739
68120401,"植入式心脏收缩力调节设备",740
68120402,"植入式循环辅助设备",741
68120403,"植入式药物输注设备",742
6813,"无源植入器械",743
681301,"无源植入器械-骨接合植入物",744
68130101,"单/多部件金属骨固定器械及附件",745
68130102,"单/多部件可吸收骨固定器械",746
68130103,"单/多部件记忆合金骨固定器械",747
68130104,"金属髓内装置",748
68130105,"金属固定环扎装置",749
68130106,"光面或带螺纹的金属骨固定紧固件",750
681302,"无源植入器械-运动损伤软组织修复重建及置换植入物",751
68130201,"运动损伤软组织修复重建植入物",752
68130202,"运动损伤软组织置换植入物",753
681303,"无源植入器械-脊柱植入物",754
68130301,"脊柱椎板间固定系统",755
68130302,"脊柱椎体间固定/置换系统",756
68130303,"脊柱椎弓根系统",757
68130304,"椎间融合器",758
68130305,"椎间盘假体",759
68130306,"棘突植入物",760
681304,"无源植入器械-关节置换植入物",761
68130401,"髋关节假体",762
68130402,"膝关节假体",763
68130403,"肩关节假体",764
68130404,"肘关节假体",765
68130405,"指关节假体",766
68130406,"腕关节假体",767
68130407,"踝关节假体",768
68130408,"颞下颌关节假体",769
681305,"无源植入器械-骨科填充和修复材料",770
68130501,"丙烯酸树脂骨水泥",771
68130502,"钙盐类骨填充植入物",772
68130503,"同种异体骨修复材料",773
68130504,"金属填充物",774
681306,"无源植入器械-神经内/外科植入物",775
68130601,"单/多部件预制颅骨成形术板及紧固件",776
68130602,"颅骨夹/锁",777
68130603,"单/多部件颅颌面固定器械及附件",778
68130604,"硬脑（脊）膜补片",779
68130605,"动脉瘤夹",780
68130606,"颅内支架系统",781
68130607,"颅内栓塞器械",782
68130608,"颅内弹簧圈系统",783
68130609,"人工颅骨",784
68130610,"脑积水分流器及组件",785
68130611,"颅内动脉瘤血流导向装置",786
681307,"无源植入器械-心血管植入物",787
68130701,"血管内假体",788
68130702,"血管支架",789
68130703,"腔静脉滤器",790
68130704,"人工血管",791
68130705,"心血管补片",792
68130706,"人工心脏瓣膜及瓣膜修复器械",793
68130707,"心脏封堵器",794
68130708,"心血管栓塞器械",795
681308,"无源植入器械-耳鼻喉植入物",796
68130801,"听小骨假体",797
68130802,"耳内假体",798
68130803,"植入性止鼾装置",799
681309,"无源植入器械-整形及普通外科植入物",800
68130901,"整形填充材料",801
68130902,"整形用注射填充物",802
68130903,"乳房植入物",803
68130904,"外科补片/外科修补网",804
68130905,"修补固定器",805
68130906,"非血管支架",806
68130907,"支气管内活瓣",807
68130908,"肛瘘塞",808
68130909,"阴茎假体",809
68130910,"软组织扩张器",810
681310,"无源植入器械-组织工程支架材料",811
68131001,"脱细胞皮肤",812
68131002,"脱细胞真皮基质",813
68131003,"胶原蛋白支架材料",814
68131004,"神经修复材料",815
68131005,"含重组人骨形态发生蛋白质的骨修复材料",816
681311,"无源植入器械-其他",817
68131101,"骨蜡",818
68131102,"漏斗胸成形系统",819
68131103,"胸骨捆扎/抓扣固定系统",820
6814,"注输、护理和防护器械",821
681401,"注输、护理和防护器械-注射、穿刺器械",822
68140101,"注射泵",823
68140102,"无菌注射器",824
68140103,"无针注射器",825
68140104,"笔式注射器",826
68140105,"玻璃注射器",827
68140106,"注射针",828
68140107,"注射器辅助推动装置",829
68140108,"穿刺器械",830
68140109,"活检针",831
68140110,"活检枪",832
681402,"注输、护理和防护器械-血管内输液器械",833
68140201,"输液泵",834
68140202,"输液信息采集系统",835
68140203,"输液辅助电子设备",836
68140204,"无源输注泵",837
68140205,"输液器",838
68140206,"静脉输液针",839
68140207,"血管内留置针",840
68140208,"输液连接管路",841
68140209,"输液、输血用连接件及附件",842
68140210,"植入式给药器械",843
68140211,"输液袋",844
68140212,"药液用转移、配药器具",845
68140213,"输液用放气针",846
681403,"注输、护理和防护器械-非血管内输液器械",847
68140301,"肠营养泵",848
68140302,"胰岛素泵",849
68140303,"胰岛素泵用皮下输液器",850
68140304,"胰岛素泵用储液器",851
68140305,"肠营养器",852
68140306,"肠营养袋",853
681404,"注输、护理和防护器械-止血器具",854
68140401,"有源止血器",855
68140402,"无源止血器",856
68140403,"无源止血带",857
681405,"注输、护理和防护器械-非血管内导（插）管",858
68140501,"经皮肠营养导管",859
68140502,"经鼻肠营养导管",860
68140503,"导尿管",861
68140504,"直肠管（肛门管）",862
68140505,"输尿管支架",863
68140506,"引流导管",864
68140507,"扩张导管",865
68140508,"造影导管",866
68140509,"测压导管",867
681406,"注输、护理和防护器械-与非血管内导管配套用体外器械",868
68140601,"颅脑外引流收集装置",869
68140602,"胸腔引流装置",870
68140603,"负压引流器及组件",871
68140604,"真空负压机",872
68140605,"负压引流海绵",873
68140606,"负压引流封闭膜",874
68140607,"医用电动吸引器械",875
68140608,"以负压源或压力源为动力吸引器械",876
68140609,"医用人工驱动吸引器械",877
68140610,"医用中心吸引系统",878
68140611,"体外引流、吸引管",879
68140612,"引流袋（容器）/收集袋（容器）、粪便管理器械",880
68140613,"非血管内导管充盈装置",881
681407,"注输、护理和防护器械-清洗、灌洗、吸引、给药器械",882
68140701,"冲洗器械",883
68140702,"灌肠器",884
68140703,"给药器",885
681408,"注输、护理和防护器械-可吸收外科敷料",886
68140801,"可吸收外科止血材料",887
68140802,"可吸收外科防粘连敷料",888
681409,"注输、护理和防护器械-不可吸收外科敷料",889
68140901,"外科织造布类敷料",890
68140902,"外科非织造布敷料",891
68140903,"外科海绵敷料",892
681410,"注输、护理和防护器械-创面敷料",893
68141001,"创面敷贴",894
68141002,"创口贴",895
68141003,"粉末敷料",896
68141004,"凝胶敷料",897
68141005,"水胶体敷料",898
68141006,"纤维敷料",899
68141007,"泡沫敷料",900
68141008,"液体、膏状敷料",901
68141009,"隔离敷料",902
68141010,"生物敷料",903
68141011,"碳纤维和活性炭敷料",904
68141012,"含壳聚糖敷料",905
68141013,"含银敷料",906
68141014,"胶原贴敷料",907
681411,"注输、护理和防护器械-包扎敷料",908
68141101,"绷带",909
68141102,"胶带",910
681412,"注输、护理和防护器械-造口、疤痕护理用品",911
68141201,"造口护理及辅助器械",912
68141202,"疤痕修复材料",913
681413,"注输、护理和防护器械-手术室感染控制用品",914
68141301,"手术单",915
68141302,"手术膜",916
68141303,"外科手套",917
68141304,"外科口罩",918
68141305,"手术室用衣帽",919
681414,"注输、护理和防护器械-医护人员",920
68141401,"防护口罩",921
68141402,"防护服",922
68141403,"隔离衣帽",923
68141404,"手部防护用品",924
68141405,"足部隔离用品",925
68141406,"隔离护罩",926
681415,"注输、护理和防护器械-病人护理防护用品",927
68141501,"婴儿光疗防护眼罩",928
68141502,"眼贴",929
68141503,"鼻部护理器械",930
68141504,"海水鼻腔清洗液",931
68141505,"垫单",932
68141506,"医用防护衬垫",933
681416,"注输、护理和防护器械-其它器械",934
68141601,"洁净屏",935
68141602,"血管显像设备",936
68141603,"预充式导管冲洗器",937
68141604,"抗鼻腔过敏凝胶（不含药）",938
68141605,"通气辅助器械",939
68141606,"咬口",940
68141607,"急救毯",941
68141608,"体表器械固定装置",942
68141609,"润滑剂及载体",943
68141610,"涂抹及吸液材料",944
68141611,"压力绷带",945
68141612,"医用导管夹",946
68141613,"无菌接管机",947
6815,"患者承载器械",948
681501,"患者承载器械-手术台",949
68150101,"电动手术台（液压、机械、气动等）",950
68150102,"手动手术台（液压）",951
68150103,"手动手术台（机械）",952
681502,"患者承载器械-诊疗台",953
68150201,"电动诊疗台及诊疗椅",954
68150202,"手动诊疗台及诊疗椅",955
681503,"患者承载器械-医用病床",956
68150301,"电动病床",957
68150302,"手动病床",958
68150303,"医用婴儿床",959
681504,"患者承载器械-患者位置固定辅助器械",960
68150401,"电动患者手术位置固定辅助器械",961
68150402,"无源患者手术位置固定辅助器械",962
681505,"患者承载器械-患者转运器械",963
68150501,"患者运送隔离器械",964
68150502,"电动推车、担架等器械",965
68150503,"手动推车、担架等器械",966
68150504,"简易转移器械",967
68150505,"其他转移器械",968
681506,"患者承载器械-防压疮（褥疮）垫",969
68150601,"电动防压疮（褥疮）垫",970
68150602,"手动防压疮（褥疮）垫",971
6816,"眼科器械",972
681601,"眼科器械-眼科无源手术器械",973
68160101,"眼用刀",974
68160102,"眼用凿",975
68160103,"眼用剪",976
68160104,"眼用钳",977
68160105,"眼用镊",978
68160106,"眼用夹",979
68160107,"眼用针",980
68160108,"眼用钩",981
68160109,"眼用刮匙",982
68160110,"眼用剥离器",983
68160111,"眼用牵开器",984
68160112,"眼用扩张器",985
68160113,"眼用冲吸器",986
68160114,"眼用钻",987
68160115,"眼用锯",988
68160116,"眼用铲",989
681602,"眼科器械-眼科无源辅助手术器械",990
68160201,"眼用穿刺器",991
68160202,"眼用注入器",992
68160203,"点眼棒",993
68160204,"眼用压迫器",994
68160205,"眼用保护、支持器",995
68160206,"眼用器械手柄",996
68160207,"眼用固位器",997
68160208,"眼用测量器",998
68160209,"眼用取出器",999
68160210,"眼用抛光器",1000
68160211,"眼用置物台",1001
68160212,"眼用碎核器",1002
68160213,"眼用咬除器",1003
68160214,"眼用止血器",1004
68160215,"眼用浸泡环",1005
681603,"眼科器械-视光设备和器具",1006
68160301,"验光设备和器具",1007
68160302,"视功能检查设备和器具",1008
68160303,"视觉治疗设备",1009
681604,"眼科器械-眼科测量诊断设备和器具",1010
68160401,"眼科激光诊断设备",1011
68160402,"眼压持续监测仪",1012
68160403,"眼科超声诊断设备",1013
68160404,"光学相干断层扫描仪",1014
68160405,"眼用照相机",1015
68160406,"眼底造影机",1016
68160407,"裂隙灯显微镜",1017
68160408,"直接检眼镜",1018
68160409,"间接检眼镜",1019
68160410,"角膜内皮细胞显微镜",1020
68160411,"角膜共焦显微镜",1021
68160412,"角膜地形图仪",1022
68160413,"角膜测厚仪",1023
68160414,"眼前节测量诊断系统",1024
68160415,"眼组织深度测量仪",1025
68160416,"黄斑完整性评估仪",1026
68160417,"眼压计",1027
68160418,"眼球突出计",1028
68160419,"干眼检测仪",1029
68160420,"视网膜自适应光学成像仪",1030
68160421,"眼科诊断辅助器具",1031
68160422,"眼力器",1032
681605,"眼科器械-眼科治疗和手术设备、辅助器具",1033
68160501,"眼科超声手术设备",1034
68160502,"眼科激光治疗设备",1035
68160503,"眼科内窥镜及附件",1036
68160504,"眼科冷冻治疗设备",1037
68160505,"其他眼科治疗和手术设备",1038
68160506,"眼科治疗和手术辅助器具",1039
681606,"眼科器械-眼科矫治和防护器具",1040
68160601,"接触镜",1041
68160602,"接触镜护理产品",1042
68160603,"防护器具",1043
68160604,"助视器",1044
681607,"眼科器械-眼科植入物及辅助器械",1045
68160701,"人工晶状体",1046
68160702,"眼内填充物",1047
68160703,"青光眼引流装置",1048
68160704,"眼用粘弹剂",1049
68160705,"泪点塞",1050
68160706,"义眼台",1051
68160707,"囊袋张力环",1052
68160708,"人工玻璃体球囊",1053
68160709,"组织工程生物羊膜",1054
68160710,"角膜基质片",1055
68160711,"角膜基质环",1056
68160712,"泪道管",1057
68160713,"硅胶环扎带",1058
68160714,"义眼片",1059
68160715,"人工晶状体、人工玻璃体植入器械",1060
68160716,"囊袋张力环植入器械",1061
6817,"口腔科器械",1062
681701,"口腔科器械-口腔诊察设备",1063
68170101,"牙周袋探测设备",1064
68170102,"牙髓活力测试设备",1065
68170103,"牙本质测量设备",1066
68170104,"龋齿探测设备",1067
68170105,"口腔成像设备",1068
68170106,"口腔照明设备",1069
681702,"口腔科器械-口腔诊察器具",1070
68170201,"手动测量用器械",1071
68170202,"口腔用镜",1072
68170203,"口腔成像辅助器具",1073
681703,"口腔科器械-口腔治疗设备",1074
68170301,"牙科治疗机",1075
68170302,"牙科用椅",1076
68170303,"口腔洁治清洗设备及附件",1077
68170304,"牙科手机及附件",1078
68170305,"口腔正负压设备",1079
68170306,"固化设备",1080
68170307,"牙科种植用设备",1081
68170308,"牙齿漂白设备",1082
68170309,"根管治疗设备",1083
68170310,"口腔麻醉推注设备",1084
68170311,"银汞合金调合器",1085
68170312,"口腔用骨粉制备设备",1086
681704,"口腔科器械-口腔治疗器具",1087
68170401,"口腔手术刀、凿",1088
68170402,"口腔用钳",1089
68170403,"口腔手术剪",1090
68170404,"牙挺",1091
68170405,"口腔针",1092
68170406,"牙科锉",1093
68170407,"口腔车针、钻",1094
68170408,"洁治器具",1095
68170409,"口腔隔离器具",1096
68170410,"打磨抛光清洁器具",1097
68170411,"种植体安装辅助器械",1098
68170412,"材料输送器具",1099
68170413,"正畸材料处理器械",1100
68170414,"口腔清洗器具",1101
68170415,"口腔综合治疗设备配件",1102
68170416,"口腔用镊、夹",1103
68170417,"口腔注射用具",1104
68170418,"口腔分离牵开用具",1105
68170419,"去冠器",1106
68170420,"治疗辅助器具",1107
681705,"口腔科器械-口腔充填修复材料",1108
68170501,"水门汀",1109
68170502,"粘接剂",1110
68170503,"根管充填封闭材料",1111
68170504,"复合树脂",1112
68170505,"复合体",1113
68170506,"银汞合金",1114
68170507,"临时充填材料",1115
68170508,"盖髓材料",1116
681706,"口腔科器械-口腔义齿制作材料",1117
68170601,"义齿用金属材料及制品",1118
68170602,"义齿用陶瓷材料及制品",1119
68170603,"义齿用高分子材料及制品",1120
68170604,"定制式义齿",1121
68170605,"固位桩",1122
68170606,"牙托梗",1123
681707,"口腔科器械-口腔正畸材料及制品",1124
68170701,"托槽",1125
68170702,"正畸丝",1126
68170703,"带环及颊面管",1127
68170704,"畸基托聚合物",1128
68170705,"正畸弹簧",1129
68170706,"正畸弹性体附件",1130
68170707,"矫治器具及附件",1131
681708,"口腔科器械-口腔植入及组织重建材料",1132
68170801,"牙种植体",1133
68170802,"基台及附件",1134
68170803,"种植支抗",1135
68170804,"种植体密封材料",1136
68170805,"种植辅助材料",1137
68170806,"骨填充及修复材料",1138
68170807,"颌面固定植入物",1139
68170808,"颌面部赝复及修复重建材料及制品",1140
68170809,"基台定制材料",1141
681709,"口腔科器械-口腔治疗辅助材料",1142
68170901,"根管预备辅助材料",1143
68170902,"吸潮纸尖",1144
68170903,"酸蚀剂",1145
68170904,"预处理剂",1146
68170905,"排龈材料",1147
68170906,"研磨抛光材料",1148
68170907,"印模材料",1149
68170908,"模型材料",1150
68170909,"铸造包埋材料",1151
68170910,"蜡",1152
68170911,"牙科分离剂",1153
68170912,"咬合关系记录/检查材料",1154
68170913,"隔离及赋形材料",1155
68170914,"义齿试用材料",1156
681710,"口腔科器械-其他口腔材料",1157
68171001,"牙周塞治剂",1158
68171002,"口腔溃疡、组织创面愈合治疗辅助材料",1159
68171003,"脱敏剂",1160
68171004,"防龋材料",1161
68171005,"牙科膜片",1162
68171006,"牙齿漂白材料",1163
68171007,"菌斑/龋齿指示剂",1164
68171008,"牙髓活力测试剂",1165
6818,"妇产科、辅助生殖和避孕器械",1166
681801,"妇产科、辅助生殖和避孕器械-妇产科手术器械",1167
68180101,"妇产科用刀",1168
68180102,"妇产科用剪",1169
68180103,"妇产科用钳",1170
68180104,"妇产科用镊、夹、钩、针",1171
68180105,"妇产科用扩张器、牵开器",1172
68180106,"助产器械",1173
68180107,"阴道洗涤器/给药器",1174
68180108,"妇科剥离器械",1175
68180109,"子宫操纵器",1176
68180110,"子宫输卵管造影、输卵管通液器械",1177
68180111,"妇科压板",1178
68180112,"医用妇科护垫",1179
68180113,"凝胶",1180
68180114,"阴道填塞材料",1181
681802,"妇产科、辅助生殖和避孕器械-妇产科测量、",1182
68180201,"超声多普勒胎儿监护设备",1183
68180202,"超声多普勒胎儿心率设备",1184
68180203,"手动测量器械",1185
681803,"妇产科、辅助生殖和避孕器械-妇产科诊断器械",1186
68180301,"妇科超声诊断设备",1187
68180302,"阴道镜",1188
68180303,"妇科内窥镜",1189
68180304,"妇科采样器械",1190
68180305,"妇科检查器械",1191
681804,"妇产科、辅助生殖和避孕器械-妇产科治疗器械",1192
68180401,"妇科物理治疗器械",1193
68180402,"妇科假体器械",1194
681805,"妇产科、辅助生殖和避孕器械-妇产科承载器械",1195
68180501,"产床",1196
68180502,"妇科手术/检查床",1197
681806,"妇产科、辅助生殖和避孕器械-妊娠控制器械",1198
68180601,"宫内节育器及取放器械",1199
68180602,"输卵（精）管封闭器械",1200
68180603,"屏障式避孕器械",1201
68180604,"避孕凝胶",1202
68180605,"结扎手术器械",1203
68180606,"宫腔负压吸引设备及附件",1204
681807,"妇产科、辅助生殖和避孕器械-辅助生殖器械",1205
68180701,"辅助生殖导管",1206
68180702,"辅助生殖穿刺取卵/取精针",1207
68180703,"辅助生殖微型工具",1208
68180704,"体外辅助生殖用液",1209
68180705,"辅助生殖专用仪器",1210
6819,"医用康复器械",1211
681901,"医用康复器械-认知言语视听障碍康复设备",1212
68190101,"认知障碍康复设备",1213
68190102,"视觉康复设备",1214
68190103,"听觉康复设备",1215
68190104,"言语障碍康复设备",1216
68190105,"真耳测试仪",1217
68190106,"助讲器",1218
68190107,"助听器",1219
681902,"医用康复器械-运动康复训练器械",1220
68190201,"步态训练设备",1221
68190202,"康复训练床",1222
68190203,"平衡训练设备",1223
68190204,"振动训练设备",1224
68190205,"关节训练设备",1225
68190206,"盆底肌肉训练设备",1226
68190207,"舌肌康复训练器",1227
681903,"医用康复器械-助行器械",1228
68190301,"医用轮椅车",1229
68190302,"辅助行走站立器械",1230
681904,"医用康复器械-矫形固定器械",1231
68190401,"矫形器",1232
68190402,"固定器",1233
6820,"中医器械",1234
682001,"中医器械-中医诊断设备",1235
68200101,"脉诊设备",1236
68200102,"望诊设备",1237
68200103,"穴位阻抗检测设备",1238
682002,"中医器械-中医治疗设备",1239
68200201,"穴位电刺激设备",1240
68200202,"温针治疗设备",1241
68200203,"灸疗设备",1242
68200204,"拔罐设备",1243
68200205,"熏蒸治疗设备",1244
68200206,"穴位微波刺激设备",1245
68200207,"穴位激光刺激设备",1246
682003,"中医器械-中医器具",1247
68200301,"针灸针",1248
68200302,"三棱针",1249
68200303,"小针刀",1250
68200304,"皮肤针",1251
68200305,"滚针",1252
68200306,"皮内针",1253
68200307,"埋线针",1254
68200308,"灸疗器具",1255
68200309,"穴位磁疗器具",1256
68200310,"浮针",1257
68200311,"穴位压力刺激器具",1258
68200312,"刮痧器具",1259
68200313,"拔罐器具",1260
6821,"医用软件",1261
682101,"医用软件-治疗计划软件",1262
68210101,"放射治疗计划系统软件",1263
68210102,"放射治疗辅助软件",1264
68210103,"手术计划软件",1265
682102,"医用软件-影像处理软件",1266
68210201,"医学影像存储与传输系统软件",1267
68210202,"医学影像处理软件",1268
682103,"医用软件-数据处理软件",1269
68210301,"监护软件",1270
68210302,"生理信号处理软件",1271
682104,"医用软件-决策支持软件",1272
68210401,"药物计算软件",1273
68210402,"计算机辅助诊断/分析软件",1274
68210403,"中医诊疗软件",1275
682105,"医用软件-体外诊断类软件",1276
68210501,"医学显微影像分析软件",1277
68210502,"筛查、分析软件",1278
682106,"医用软件-其他",1279
68210601,"康复训练软件",1280
6822,"临床检验器械",1281
682201,"临床检验器械-血液学分析设备",1282
68220101,"血型分析仪器",1283
68220102,"血细胞分析仪器",1284
68220103,"血细胞形态分析仪器",1285
68220104,"凝血分析仪器",1286
68220105,"血小板分析仪器",1287
68220106,"血流变分析仪器",1288
68220107,"红细胞沉降仪器",1289
68220108,"流式细胞分析仪器",1290
682202,"临床检验器械-生化分析设备",1291
68220201,"生化分析仪器",1292
68220202,"血糖及血糖相关参数分析仪器",1293
682203,"临床检验器械-电解质及血气分析设备",1294
68220301,"电解质分析仪器",1295
68220302,"血气分析仪器",1296
68220303,"电解质血气分析仪器",1297
68220304,"电解质血气检测电极",1298
682204,"临床检验器械-免疫分析设备",1299
68220401,"酶联免疫分析仪器",1300
68220402,"化学发光免疫分析仪器",1301
68220403,"荧光免疫分析仪器",1302
68220404,"免疫层析分析仪器",1303
68220405,"免疫印迹仪器",1304
68220406,"免疫散射浊度分析仪器",1305
68220407,"免疫分析一体机",1306
68220408,"间接免疫荧光分析仪器",1307
68220409,"生化免疫分析仪器",1308
682205,"临床检验器械-分子生物学分析设备",1309
68220501,"基因测序仪器",1310
68220502,"sanger测序仪器",1311
68220503,"核酸扩增分析仪器",1312
68220504,"核酸扩增仪器",1313
68220505,"核酸分子杂交仪器",1314
682206,"临床检验器械-微生物分析设备",1315
68220601,"微生物比浊仪器",1316
68220602,"微生物培养监测仪器",1317
68220603,"微生物药敏培养监测仪器",1318
68220604,"微生物鉴定仪器（非质谱）",1319
68220605,"微生物质谱鉴定仪器",1320
68220606,"微生物鉴定药敏分析仪器",1321
68220607,"细菌内毒素/真菌葡聚糖检测仪器",1322
68220608,"幽门螺旋杆菌分析仪器",1323
682207,"临床检验器械-扫描图像分析系统",1324
68220701,"医用显微镜",1325
68220702,"图像扫描仪器",1326
68220703,"图像分析仪器",1327
682208,"临床检验器械-放射性核素标本测定装置",1328
68220801,"放射免疫γ计数器",1329
68220802,"液体闪烁计数器",1330
68220803,"放射性层析扫描装置",1331
682209,"临床检验器械-尿液及其他体液分析设备",1332
68220901,"干化学尿液分析仪器",1333
68220902,"尿液有形成分分析仪器",1334
68220903,"尿液分析系统",1335
68220904,"粪便分析仪器",1336
68220905,"精子分析仪器",1337
68220906,"生殖道分泌物分析仪器",1338
68220907,"其他体液分析仪器",1339
68220908,"其他体液形态学分析仪器",1340
682210,"临床检验器械-其他医用分析设备",1341
68221001,"流式点阵仪器",1342
68221002,"微量元素分析仪器",1343
68221003,"质谱检测系统",1344
68221004,"液相色谱分析仪器",1345
68221005,"色谱柱",1346
68221006,"渗透压测定仪器",1347
68221007,"循环肿瘤细胞分析仪器",1348
68221008,"生物芯片分析仪器",1349
68221009,"电泳仪器",1350
682211,"临床检验器械-采样设备和器具",1351
68221101,"动静脉采血针及连接件",1352
68221102,"末梢采血针",1353
68221103,"采血笔",1354
68221104,"静脉血样采血管",1355
68221105,"末梢采血管",1356
68221106,"末梢血采集容器",1357
68221107,"血液采集卡",1358
68221108,"胃隐血采集器具",1359
68221109,"其他样本采集器具",1360
68221110,"激光采血仪",1361
68221111,"足跟采血器",1362
682212,"临床检验器械-形态学分析前样本处理设备",1363
68221201,"血细胞分析前样本处理仪器",1364
68221202,"病理分析前样本处理仪器",1365
68221203,"流式细胞术样本裂解仪",1366
682213,"临床检验器械-样本分离设备",1367
68221301,"医用离心机",1368
68221302,"核酸提取纯化仪",1369
682214,"临床检验器械-培养与孵育设备",1370
68221401,"医用培养/恒温箱",1371
68221402,"厌氧培养系统",1372
68221403,"孵育器",1373
68221404,"血小板振荡器",1374
682215,"临床检验器械-检验及其他辅助设备",1375
68221501,"洗板机",1376
68221502,"计数板",1377
68221503,"自动加样系统",1378
68221504,"低温储存设备",1379
68221505,"样本处理系统",1380
682216,"临床检验器械-医用生物防护设备",1381
68221601,"生物安全柜",1382
68221602,"洁净工作台",1383
6823,"设备科",1384
6824,"信息科",1385
6825,"总务科",1386
682501,"美的空调",1387
6890,"未识别分类",1388